Fecha,Estado,Grupo_social,Tematica,Total_poblacion,Bajo_umbral_pobreza,Porcentaje_pobreza,Origen_dato
2023-01-01,Minnesota,Educación básica,Educación,217518,49204,0.226,Original
2023-01-01,Mississippi,Educación básica,Educación,227017,74894,0.33,Original
2023-01-01,Missouri,Educación básica,Educación,322785,84652,0.262,Original
2023-01-01,Montana,Educación básica,Educación,41715,10380,0.249,Original
2023-01-01,Nebraska,Educación básica,Educación,92828,20252,0.218,Original
2023-01-01,Nevada,Educación básica,Educación,271837,46261,0.17,Original
2023-01-01,New Hampshire,Educación básica,Educación,55196,10497,0.19,Original
2023-01-01,New Jersey,Educación básica,Educación,593211,124658,0.21,Original
2023-01-01,New Mexico,Educación básica,Educación,178720,53309,0.298,Original
2023-01-01,New York,Educación básica,Educación,1570936,458634,0.292,Original
2023-01-01,North Carolina,Educación básica,Educación,679270,173124,0.255,Original
2023-01-01,North Dakota,Educación básica,Educación,27054,5341,0.197,Original
2023-01-01,Ohio,Educación básica,Educación,632473,181943,0.28800000000000003,Original
2023-01-01,Oklahoma,Educación básica,Educación,262401,76168,0.29,Original
2023-01-01,Oregon,Educación básica,Educación,240219,54826,0.228,Original
2023-01-01,Pennsylvania,Educación básica,Educación,687444,172856,0.251,Original
2023-01-01,Rhode Island,Educación básica,Educación,79447,19061,0.24,Original
2023-01-01,South Carolina,Educación básica,Educación,352166,100667,0.28600000000000003,Original
2023-01-01,South Dakota,Educación básica,Educación,37696,11738,0.311,Original
2023-01-01,Tennessee,Educación básica,Educación,468514,138132,0.295,Original
2023-01-01,Texas,Educación básica,Educación,2640746,643270,0.244,Original
2023-01-01,Utah,Educación básica,Educación,141105,22233,0.158,Original
2023-01-01,Vermont,Educación básica,Educación,20464,3996,0.195,Original
2023-01-01,Virginia,Educación básica,Educación,494490,109354,0.221,Original
2023-01-01,Washington,Educación básica,Educación,413695,84774,0.205,Original
2023-01-01,West Virginia,Educación básica,Educación,129569,42468,0.32799999999999996,Original
2023-01-01,Wisconsin,Educación básica,Educación,252727,57106,0.226,Original
2023-01-01,Wyoming,Educación básica,Educación,23923,3755,0.157,Original
2023-01-01,Puerto Rico,Educación básica,Educación,425170,262423,0.617,Original
2023-01-01,Alabama,Educación secundaria,Educación,1026262,162063,0.158,Original
2023-01-01,Alaska,Educación secundaria,Educación,138796,20007,0.14400000000000002,Original
2023-01-01,Arizona,Educación secundaria,Educación,1183150,168620,0.14300000000000002,Original
2023-01-01,Arkansas,Educación secundaria,Educación,687199,110505,0.161,Original
2023-01-01,California,Educación secundaria,Educación,5413784,757859,0.14,Original
2023-01-01,Colorado,Educación secundaria,Educación,773006,91568,0.118,Original
2023-01-01,Connecticut,Educación secundaria,Educación,637104,78933,0.124,Original
2023-01-01,Delaware,Educación secundaria,Educación,203425,20833,0.102,Original
2023-01-01,District of Columbia,Educación secundaria,Educación,61337,18668,0.304,Original
2023-01-01,Florida,Educación secundaria,Educación,4298855,618426,0.14400000000000002,Original
2023-01-01,Georgia,Educación secundaria,Educación,1899757,291275,0.153,Original
2023-01-01,Hawaii,Educación secundaria,Educación,262686,33995,0.129,Original
2023-01-01,Idaho,Educación secundaria,Educación,328504,38595,0.117,Original
2023-01-01,Illinois,Educación secundaria,Educación,2143625,304958,0.142,Original
2023-01-01,Indiana,Educación secundaria,Educación,1440033,182506,0.127,Original
2023-01-01,Iowa,Educación secundaria,Educación,629185,81790,0.13,Original
2023-01-01,Kansas,Educación secundaria,Educación,473056,66330,0.14,Original
2023-01-01,Kentucky,Educación secundaria,Educación,998931,175032,0.175,Original
2023-01-01,Louisiana,Educación secundaria,Educación,993479,186307,0.188,Original
2023-01-01,Maine,Educación secundaria,Educación,298784,41375,0.138,Original
2023-01-01,Maryland,Educación secundaria,Educación,1003297,134875,0.134,Original
2023-01-01,Massachusetts,Educación secundaria,Educación,1112454,141561,0.127,Original
2023-01-01,Michigan,Educación secundaria,Educación,1895712,299373,0.158,Original
2023-01-01,Minnesota,Educación secundaria,Educación,890074,110831,0.125,Original
2023-01-01,Mississippi,Educación secundaria,Educación,561089,114908,0.205,Original
2023-01-01,Missouri,Educación secundaria,Educación,1212112,171099,0.141,Original
2023-01-01,Montana,Educación secundaria,Educación,216438,28863,0.133,Original
2023-01-01,Nebraska,Educación secundaria,Educación,314566,40545,0.129,Original
2023-01-01,Nevada,Educación secundaria,Educación,593122,80824,0.136,Original
2023-01-01,New Hampshire,Educación secundaria,Educación,273948,25277,0.092,Original
2023-01-01,New Jersey,Educación secundaria,Educación,1599088,203480,0.127,Original
2023-01-01,New Mexico,Educación secundaria,Educación,362321,69761,0.193,Original
2023-01-01,New York,Educación secundaria,Educación,3294318,576366,0.175,Original
2023-01-01,North Carolina,Educación secundaria,Educación,1790060,274844,0.154,Original
2023-01-01,North Dakota,Educación secundaria,Educación,123122,15354,0.125,Original
2023-01-01,Ohio,Educación secundaria,Educación,2535472,363842,0.14400000000000002,Original
2023-01-01,Oklahoma,Educación secundaria,Educación,789550,139879,0.177,Original
2023-01-01,Oregon,Educación secundaria,Educación,656382,100128,0.153,Original
2023-01-01,Pennsylvania,Educación secundaria,Educación,2939557,407619,0.139,Original
2023-01-01,Rhode Island,Educación secundaria,Educación,202394,28773,0.142,Original
2023-01-01,South Carolina,Educación secundaria,Educación,1031681,152965,0.14800000000000002,Original
2023-01-01,South Dakota,Educación secundaria,Educación,163481,20464,0.125,Original
2023-01-01,Tennessee,Educación secundaria,Educación,1496192,230949,0.154,Original
2023-01-01,Texas,Educación secundaria,Educación,4719599,703298,0.149,Original
2023-01-01,Utah,Educación secundaria,Educación,455942,52745,0.116,Original
2023-01-01,Vermont,Educación secundaria,Educación,125379,16103,0.128,Original
2023-01-01,Virginia,Educación secundaria,Educación,1412066,186516,0.132,Original
2023-01-01,Washington,Educación secundaria,Educación,1169979,149811,0.128,Original
2023-01-01,West Virginia,Educación secundaria,Educación,484510,86357,0.17800000000000002,Original
2023-01-01,Wisconsin,Educación secundaria,Educación,1186907,146691,0.124,Original
2023-01-01,Wyoming,Educación secundaria,Educación,108393,12902,0.119,Original
2023-01-01,Puerto Rico,Educación secundaria,Educación,643758,291109,0.452,Original
2023-01-01,Alabama,Título universitario,Educación,1006588,46467,0.046,Original
2023-01-01,Alaska,Título universitario,Educación,158258,5912,0.037,Original
2023-01-01,Arizona,Título universitario,Educación,1719618,84799,0.049,Original
2023-01-01,Arkansas,Título universitario,Educación,539609,26286,0.049,Original
2023-01-01,California,Título universitario,Educación,10067150,515674,0.051,Original
2023-01-01,Colorado,Título universitario,Educación,1911413,71520,0.037,Original
2023-01-01,Connecticut,Título universitario,Educación,1091824,38183,0.035,Original
2023-01-01,Delaware,Título universitario,Educación,265822,9989,0.038,Original
2023-01-01,District of Columbia,Título universitario,Educación,317275,12243,0.039,Original
2023-01-01,Florida,Título universitario,Educación,5710427,342987,0.06,Original
2023-01-01,Georgia,Título universitario,Educación,2628255,120304,0.046,Original
2023-01-01,Hawaii,Título universitario,Educación,377568,17015,0.045,Original
2023-01-01,Idaho,Título universitario,Educación,418272,18537,0.044,Original
2023-01-01,Illinois,Título universitario,Educación,3316092,150475,0.045,Original
2023-01-01,Indiana,Título universitario,Educación,1386477,63427,0.046,Original
2023-01-01,Iowa,Título universitario,Educación,675123,23569,0.035,Original
2023-01-01,Kansas,Título universitario,Educación,695872,24563,0.035,Original
2023-01-01,Kentucky,Título universitario,Educación,859709,42508,0.049,Original
2023-01-01,Louisiana,Título universitario,Educación,833223,48967,0.059,Original
2023-01-01,Maine,Título universitario,Educación,381290,17443,0.046,Original
2023-01-01,Maryland,Título universitario,Educación,1871458,63052,0.034,Original
2023-01-01,Massachusetts,Título universitario,Educación,2364601,102206,0.043,Original
2023-01-01,Michigan,Título universitario,Educación,2280445,98785,0.043,Original
2023-01-01,Minnesota,Título universitario,Educación,1568935,54286,0.035,Original
2023-01-01,Mississippi,Título universitario,Educación,502873,32406,0.064,Original
2023-01-01,Missouri,Título universitario,Educación,1407954,59631,0.042,Original
2023-01-01,Montana,Título universitario,Educación,274992,12152,0.044,Original
2023-01-01,Nebraska,Título universitario,Educación,459431,19858,0.043,Original
2023-01-01,Nevada,Título universitario,Educación,644974,41608,0.065,Original
2023-01-01,New Hampshire,Título universitario,Educación,415664,13097,0.032,Original
2023-01-01,New Jersey,Título universitario,Educación,2840650,106750,0.038,Original
2023-01-01,New Mexico,Título universitario,Educación,463298,26428,0.057,Original
2023-01-01,New York,Título universitario,Educación,5615170,297664,0.053,Original
2023-01-01,North Carolina,Título universitario,Educación,2744179,118080,0.043,Original
2023-01-01,North Dakota,Título universitario,Educación,172830,5782,0.033,Original
2023-01-01,Ohio,Título universitario,Educación,2602692,111874,0.043,Original
2023-01-01,Oklahoma,Título universitario,Educación,765704,37137,0.049,Original
2023-01-01,Oregon,Título universitario,Educación,1143351,59131,0.052,Original
2023-01-01,Pennsylvania,Título universitario,Educación,3222821,134582,0.042,Original
2023-01-01,Rhode Island,Título universitario,Educación,304886,13125,0.043,Original
2023-01-01,South Carolina,Título universitario,Educación,1227290,61508,0.05,Original
2023-01-01,South Dakota,Título universitario,Educación,203760,9585,0.047,Original
2023-01-01,Tennessee,Título universitario,Educación,1556880,65177,0.042,Original
2023-01-01,Texas,Título universitario,Educación,6832999,313509,0.046,Original
2023-01-01,Utah,Título universitario,Educación,797679,30546,0.038,Original
2023-01-01,Vermont,Título universitario,Educación,204819,10653,0.052,Original
2023-01-01,Virginia,Título universitario,Educación,2550446,91986,0.036,Original
2023-01-01,Washington,Título universitario,Educación,2220008,104128,0.047,Original
2023-01-01,West Virginia,Título universitario,Educación,300982,15566,0.052,Original
2023-01-01,Wisconsin,Título universitario,Educación,1383721,56089,0.04099999999999999,Original
2023-01-01,Wyoming,Título universitario,Educación,122038,6609,0.054,Original
2023-01-01,Puerto Rico,Título universitario,Educación,739789,111979,0.151,Original
2023-01-01,Alabama,Empleado,Empleo,2277127,160340,0.07,Original
2023-01-01,Alaska,Empleado,Empleo,344614,18581,0.054,Original
2023-01-01,Arizona,Empleado,Empleo,3477906,206001,0.059,Original
2023-01-01,Arkansas,Empleado,Empleo,1365529,95995,0.07,Original
2023-01-01,California,Empleado,Empleo,18930331,995262,0.053,Original
2023-01-01,Colorado,Empleado,Empleo,3137552,143774,0.046,Original
2023-01-01,Connecticut,Empleado,Empleo,1860729,81584,0.044,Original
2023-01-01,Delaware,Empleado,Empleo,500062,25285,0.051,Original
2023-01-01,District of Columbia,Empleado,Empleo,376445,15650,0.042,Original
2023-01-01,Florida,Empleado,Empleo,10682847,594682,0.05599999999999999,Original
2023-01-01,Georgia,Empleado,Empleo,5316481,322861,0.061,Original
2023-01-01,Hawaii,Empleado,Empleo,663936,29417,0.044,Original
2023-01-01,Idaho,Empleado,Empleo,924574,52170,0.05599999999999999,Original
2023-01-01,Illinois,Empleado,Empleo,6297934,329444,0.052,Original
2023-01-01,Indiana,Empleado,Empleo,3359045,204513,0.061,Original
2023-01-01,Iowa,Empleado,Empleo,1633153,104688,0.064,Original
2023-01-01,Kansas,Empleado,Empleo,1463514,90249,0.062,Original
2023-01-01,Kentucky,Empleado,Empleo,2072612,151272,0.073,Original
2023-01-01,Louisiana,Empleado,Empleo,2017070,181046,0.09,Original
2023-01-01,Maine,Empleado,Empleo,697447,28771,0.04099999999999999,Original
2023-01-01,Maryland,Empleado,Empleo,3175620,129227,0.04099999999999999,Original
2023-01-01,Massachusetts,Empleado,Empleo,3694220,158710,0.043,Original
2023-01-01,Michigan,Empleado,Empleo,4785485,298106,0.062,Original
2023-01-01,Minnesota,Empleado,Empleo,3024835,142668,0.047,Original
2023-01-01,Mississippi,Empleado,Empleo,1269791,104935,0.083,Original
2023-01-01,Missouri,Empleado,Empleo,3053935,176791,0.05799999999999999,Original
2023-01-01,Montana,Empleado,Empleo,559351,39052,0.07,Original
2023-01-01,Nebraska,Empleado,Empleo,1030761,59081,0.057,Original
2023-01-01,Nevada,Empleado,Empleo,1554443,80443,0.052,Original
2023-01-01,New Hampshire,Empleado,Empleo,757104,24641,0.033,Original
2023-01-01,New Jersey,Empleado,Empleo,4767708,193453,0.04099999999999999,Original
2023-01-01,New Mexico,Empleado,Empleo,942875,83982,0.08900000000000001,Original
2023-01-01,New York,Empleado,Empleo,9516898,537076,0.05599999999999999,Original
2023-01-01,North Carolina,Empleado,Empleo,5199906,294765,0.057,Original
2023-01-01,North Dakota,Empleado,Empleo,402653,24431,0.061,Original
2023-01-01,Ohio,Empleado,Empleo,5741497,347937,0.061,Original
2023-01-01,Oklahoma,Empleado,Empleo,1836776,139877,0.076,Original
2023-01-01,Oregon,Empleado,Empleo,2090931,125734,0.06,Original
2023-01-01,Pennsylvania,Empleado,Empleo,6320484,328087,0.052,Original
2023-01-01,Rhode Island,Empleado,Empleo,550302,22367,0.04099999999999999,Original
2023-01-01,South Carolina,Empleado,Empleo,2495659,167752,0.067,Original
2023-01-01,South Dakota,Empleado,Empleo,468466,28035,0.06,Original
2023-01-01,Tennessee,Empleado,Empleo,3416875,207456,0.061,Original
2023-01-01,Texas,Empleado,Empleo,14872278,1010818,0.068,Original
2023-01-01,Utah,Empleado,Empleo,1745005,91999,0.053,Original
2023-01-01,Vermont,Empleado,Empleo,338698,15338,0.045,Original
2023-01-01,Virginia,Empleado,Empleo,4285531,202325,0.047,Original
2023-01-01,Washington,Empleado,Empleo,3874787,181093,0.047,Original
2023-01-01,West Virginia,Empleado,Empleo,751125,55174,0.073,Original
2023-01-01,Wisconsin,Empleado,Empleo,3029089,158874,0.052,Original
2023-01-01,Wyoming,Empleado,Empleo,282671,19344,0.068,Original
2023-01-01,Puerto Rico,Empleado,Empleo,1185205,242813,0.205,Original
2023-01-01,Alabama,Desempleado,Empleo,92428,35078,0.38,Original
2023-01-01,Alaska,Desempleado,Empleo,17450,5393,0.309,Original
2023-01-01,Arizona,Desempleado,Empleo,150460,40602,0.27,Original
2023-01-01,Arkansas,Desempleado,Empleo,58854,17931,0.305,Original
2023-01-01,California,Desempleado,Empleo,1090183,285986,0.262,Original
2023-01-01,Colorado,Desempleado,Empleo,119771,32337,0.27,Original
2023-01-01,Connecticut,Desempleado,Empleo,89067,21441,0.241,Original
2023-01-01,Delaware,Desempleado,Empleo,17726,3122,0.17600000000000002,Original
2023-01-01,District of Columbia,Desempleado,Empleo,21058,10253,0.487,Original
2023-01-01,Florida,Desempleado,Empleo,454128,133277,0.293,Original
2023-01-01,Georgia,Desempleado,Empleo,244510,73618,0.301,Original
2023-01-01,Hawaii,Desempleado,Empleo,24240,6524,0.26899999999999996,Original
2023-01-01,Idaho,Desempleado,Empleo,31736,7475,0.236,Original
2023-01-01,Illinois,Desempleado,Empleo,309606,92528,0.299,Original
2023-01-01,Indiana,Desempleado,Empleo,125718,39644,0.315,Original
2023-01-01,Iowa,Desempleado,Empleo,44847,13610,0.303,Original
2023-01-01,Kansas,Desempleado,Empleo,47619,12563,0.264,Original
2023-01-01,Kentucky,Desempleado,Empleo,85599,33021,0.386,Original
2023-01-01,Louisiana,Desempleado,Empleo,103199,42064,0.408,Original
2023-01-01,Maine,Desempleado,Empleo,22608,6979,0.309,Original
2023-01-01,Maryland,Desempleado,Empleo,129606,34046,0.263,Original
2023-01-01,Massachusetts,Desempleado,Empleo,149321,40634,0.272,Original
2023-01-01,Michigan,Desempleado,Empleo,220142,73028,0.332,Original
2023-01-01,Minnesota,Desempleado,Empleo,92535,23314,0.252,Original
2023-01-01,Mississippi,Desempleado,Empleo,63894,24106,0.377,Original
2023-01-01,Missouri,Desempleado,Empleo,106004,32409,0.306,Original
2023-01-01,Montana,Desempleado,Empleo,15021,4573,0.304,Original
2023-01-01,Nebraska,Desempleado,Empleo,26225,8629,0.32899999999999996,Original
2023-01-01,Nevada,Desempleado,Empleo,74261,19956,0.26899999999999996,Original
2023-01-01,New Hampshire,Desempleado,Empleo,18486,3341,0.181,Original
2023-01-01,New Jersey,Desempleado,Empleo,235282,52802,0.224,Original
2023-01-01,New Mexico,Desempleado,Empleo,47273,19281,0.408,Original
2023-01-01,New York,Desempleado,Empleo,493143,153276,0.311,Original
2023-01-01,North Carolina,Desempleado,Empleo,214698,68318,0.318,Original
2023-01-01,North Dakota,Desempleado,Empleo,11121,3412,0.307,Original
2023-01-01,Ohio,Desempleado,Empleo,238038,78171,0.32799999999999996,Original
2023-01-01,Oklahoma,Desempleado,Empleo,86410,32184,0.37200000000000005,Original
2023-01-01,Oregon,Desempleado,Empleo,87197,26164,0.3,Original
2023-01-01,Pennsylvania,Desempleado,Empleo,273003,79151,0.29,Original
2023-01-01,Rhode Island,Desempleado,Empleo,26861,6176,0.23,Original
2023-01-01,South Carolina,Desempleado,Empleo,109878,34434,0.313,Original
2023-01-01,South Dakota,Desempleado,Empleo,12270,4950,0.403,Original
2023-01-01,Tennessee,Desempleado,Empleo,140456,46131,0.32799999999999996,Original
2023-01-01,Texas,Desempleado,Empleo,677460,200860,0.29600000000000004,Original
2023-01-01,Utah,Desempleado,Empleo,57066,14861,0.26,Original
2023-01-01,Vermont,Desempleado,Empleo,8868,2665,0.301,Original
2023-01-01,Virginia,Desempleado,Empleo,160054,37546,0.235,Original
2023-01-01,Washington,Desempleado,Empleo,177564,48535,0.273,Original
2023-01-01,West Virginia,Desempleado,Empleo,35374,13925,0.394,Original
2023-01-01,Wisconsin,Desempleado,Empleo,85189,25904,0.304,Original
2023-01-01,Wyoming,Desempleado,Empleo,9167,2936,0.32,Original
2023-01-01,Puerto Rico,Desempleado,Empleo,119584,76721,0.642,Original
2020-01-01,Alabama,Blanco,Etnia,3225503,377384,0.117,Estimado
2020-01-01,Alabama,Desempleado,Empleo,104434,38902,0.3725,Estimado
2020-01-01,Alabama,Educación básica,Educación,382558,113428,0.2965,Estimado
2020-01-01,Alabama,Educación secundaria,Educación,1026264,165742,0.1615,Estimado
2020-01-01,Alabama,Empleado,Empleo,2222324,156674,0.0705,Estimado
2020-01-01,Alabama,Femenino,Sexo,2545494,445461,0.175,Estimado
2020-01-01,Alabama,Hispano o latino,Etnia,234658,59368,0.253,Estimado
2020-01-01,Alabama,Masculino,Sexo,2379410,334307,0.1405,Estimado
