Fecha,Estado,Grupo_social,Tematica,Total_poblacion,Bajo_umbral_pobreza,Porcentaje_pobreza,Origen_dato
2021-01-01,Texas,Educación secundaria,Educación,4596434,687399,0.15,Original
2021-01-01,Utah,Educación secundaria,Educación,439170,41911,0.095,Original
2021-01-01,Vermont,Educación secundaria,Educación,118827,15015,0.126,Original
2021-01-01,Virginia,Educación secundaria,Educación,1376389,169346,0.123,Original
2021-01-01,Washington,Educación secundaria,Educación,1146333,136844,0.119,Original
2021-01-01,West Virginia,Educación secundaria,Educación,482637,84751,0.17600000000000002,Original
2021-01-01,Wisconsin,Educación secundaria,Educación,1194214,143901,0.12,Original
2021-01-01,Wyoming,Educación secundaria,Educación,105117,11989,0.114,Original
2021-01-01,Puerto Rico,Educación secundaria,Educación,663359,297754,0.449,Original
2021-01-01,Alabama,Título universitario,Educación,943873,47818,0.051,Original
2021-01-01,Alaska,Título universitario,Educación,158931,6446,0.04099999999999999,Original
2021-01-01,Arizona,Título universitario,Educación,1608414,79325,0.049,Original
2021-01-01,Arkansas,Título universitario,Educación,510430,24300,0.048,Original
2021-01-01,California,Título universitario,Educación,9704281,510733,0.053,Original
2021-01-01,Colorado,Título universitario,Educación,1794363,70992,0.04,Original
2021-01-01,Connecticut,Título universitario,Educación,1062929,41816,0.039,Original
2021-01-01,Delaware,Título universitario,Educación,252370,11573,0.046,Original
2021-01-01,District of Columbia,Título universitario,Educación,301007,12082,0.04,Original
2021-01-01,Florida,Título universitario,Educación,5212574,304656,0.05799999999999999,Original
2021-01-01,Georgia,Título universitario,Educación,2496940,111477,0.045,Original
2021-01-01,Hawaii,Título universitario,Educación,359295,21118,0.059,Original
2021-01-01,Idaho,Título universitario,Educación,385286,17660,0.046,Original
2021-01-01,Illinois,Título universitario,Educación,3227595,150136,0.047,Original
2021-01-01,Indiana,Título universitario,Educación,1311195,51539,0.039,Original
2021-01-01,Iowa,Título universitario,Educación,649017,24672,0.038,Original
2021-01-01,Kansas,Título universitario,Educación,684347,27458,0.04,Original
2021-01-01,Kentucky,Título universitario,Educación,827484,36698,0.044,Original
2021-01-01,Louisiana,Título universitario,Educación,819781,47047,0.057,Original
2021-01-01,Maine,Título universitario,Educación,363487,17517,0.048,Original
2021-01-01,Maryland,Título universitario,Educación,1812395,64904,0.036,Original
2021-01-01,Massachusetts,Título universitario,Educación,2285443,93798,0.04099999999999999,Original
2021-01-01,Michigan,Título universitario,Educación,2197826,91095,0.04099999999999999,Original
2021-01-01,Minnesota,Título universitario,Educación,1510760,47184,0.031,Original
2021-01-01,Mississippi,Título universitario,Educación,485297,25972,0.054,Original
2021-01-01,Missouri,Título universitario,Educación,1333310,52070,0.039,Original
2021-01-01,Montana,Título universitario,Educación,265843,12528,0.047,Original
2021-01-01,Nebraska,Título universitario,Educación,443709,17041,0.038,Original
2021-01-01,Nevada,Título universitario,Educación,602918,41619,0.069,Original
2021-01-01,New Hampshire,Título universitario,Educación,404720,10940,0.027,Original
2021-01-01,New Jersey,Título universitario,Educación,2781836,108357,0.039,Original
2021-01-01,New Mexico,Título universitario,Educación,434276,27360,0.063,Original
2021-01-01,New York,Título universitario,Educación,5559683,311254,0.05599999999999999,Original
2021-01-01,North Carolina,Título universitario,Educación,2521418,105525,0.042,Original
2021-01-01,North Dakota,Título universitario,Educación,159931,5745,0.036,Original
2021-01-01,Ohio,Título universitario,Educación,2481075,106565,0.043,Original
2021-01-01,Oklahoma,Título universitario,Educación,733322,35548,0.048,Original
2021-01-01,Oregon,Título universitario,Educación,1098797,60636,0.055,Original
2021-01-01,Pennsylvania,Título universitario,Educación,3148687,128601,0.04099999999999999,Original
2021-01-01,Rhode Island,Título universitario,Educación,280417,11397,0.04099999999999999,Original
2021-01-01,South Carolina,Título universitario,Educación,1128608,47625,0.042,Original
2021-01-01,South Dakota,Título universitario,Educación,185575,8313,0.045,Original
2021-01-01,Tennessee,Título universitario,Educación,1462216,65553,0.045,Original
2021-01-01,Texas,Título universitario,Educación,6350516,290604,0.046,Original
2021-01-01,Utah,Título universitario,Educación,736871,33833,0.046,Original
2021-01-01,Vermont,Título universitario,Educación,205115,9079,0.044,Original
2021-01-01,Virginia,Título universitario,Educación,2476117,83818,0.034,Original
2021-01-01,Washington,Título universitario,Educación,2097102,89852,0.043,Original
2021-01-01,West Virginia,Título universitario,Educación,304109,14476,0.048,Original
2021-01-01,Wisconsin,Título universitario,Educación,1321094,50536,0.038,Original
2021-01-01,Wyoming,Título universitario,Educación,115249,7240,0.063,Original
2021-01-01,Puerto Rico,Título universitario,Educación,681924,104459,0.153,Original
2021-01-01,Alabama,Empleado,Empleo,2177826,150393,0.069,Original
2021-01-01,Alaska,Empleado,Empleo,327638,16273,0.05,Original
2021-01-01,Arizona,Empleado,Empleo,3298207,187474,0.057,Original
2021-01-01,Arkansas,Empleado,Empleo,1316626,91009,0.069,Original
2021-01-01,California,Empleado,Empleo,18081516,924321,0.051,Original
2021-01-01,Colorado,Empleado,Empleo,2991538,143949,0.048,Original
2021-01-01,Connecticut,Empleado,Empleo,1790939,76242,0.043,Original
2021-01-01,Delaware,Empleado,Empleo,458024,25000,0.055,Original
2021-01-01,District of Columbia,Empleado,Empleo,348505,17164,0.049,Original
2021-01-01,Florida,Empleado,Empleo,9959241,592867,0.06,Original
2021-01-01,Georgia,Empleado,Empleo,5005456,309499,0.062,Original
2021-01-01,Hawaii,Empleado,Empleo,631962,31961,0.051,Original
2021-01-01,Idaho,Empleado,Empleo,898427,58280,0.065,Original
2021-01-01,Illinois,Empleado,Empleo,6049459,311688,0.052,Original
2021-01-01,Indiana,Empleado,Empleo,3230447,172979,0.054,Original
2021-01-01,Iowa,Empleado,Empleo,1595604,97035,0.061,Original
2021-01-01,Kansas,Empleado,Empleo,1427236,88105,0.062,Original
2021-01-01,Kentucky,Empleado,Empleo,1971884,134500,0.068,Original
2021-01-01,Louisiana,Empleado,Empleo,1950936,176217,0.09,Original
2021-01-01,Maine,Empleado,Empleo,664089,26179,0.039,Original
2021-01-01,Maryland,Empleado,Empleo,3050607,124264,0.04099999999999999,Original
2021-01-01,Massachusetts,Empleado,Empleo,3547169,148199,0.042,Original
2021-01-01,Michigan,Empleado,Empleo,4585957,262668,0.057,Original
2021-01-01,Minnesota,Empleado,Empleo,2934771,133538,0.046,Original
2021-01-01,Mississippi,Empleado,Empleo,1222295,96001,0.079,Original
2021-01-01,Missouri,Empleado,Empleo,2922410,179112,0.061,Original
2021-01-01,Montana,Empleado,Empleo,524847,36286,0.069,Original
2021-01-01,Nebraska,Empleado,Empleo,1007840,56608,0.05599999999999999,Original
2021-01-01,Nevada,Empleado,Empleo,1423245,84168,0.059,Original
2021-01-01,New Hampshire,Empleado,Empleo,737703,19708,0.027,Original
2021-01-01,New Jersey,Empleado,Empleo,4489147,182514,0.04099999999999999,Original
2021-01-01,New Mexico,Empleado,Empleo,875677,79644,0.091,Original
2021-01-01,New York,Empleado,Empleo,9156637,476796,0.052,Original
2021-01-01,North Carolina,Empleado,Empleo,4865210,293804,0.06,Original
2021-01-01,North Dakota,Empleado,Empleo,390259,26366,0.068,Original
2021-01-01,Ohio,Empleado,Empleo,5557295,312696,0.05599999999999999,Original
2021-01-01,Oklahoma,Empleado,Empleo,1771052,136869,0.077,Original
2021-01-01,Oregon,Empleado,Empleo,2000642,117229,0.059,Original
2021-01-01,Pennsylvania,Empleado,Empleo,6127858,288208,0.047,Original
2021-01-01,Rhode Island,Empleado,Empleo,538924,23817,0.044,Original
2021-01-01,South Carolina,Empleado,Empleo,2310304,150471,0.065,Original
2021-01-01,South Dakota,Empleado,Empleo,444710,28229,0.063,Original
2021-01-01,Tennessee,Empleado,Empleo,3218825,187581,0.05799999999999999,Original
2021-01-01,Texas,Empleado,Empleo,13753512,920493,0.067,Original
2021-01-01,Utah,Empleado,Empleo,1640700,82740,0.05,Original
2021-01-01,Vermont,Empleado,Empleo,327088,15153,0.046,Original
2021-01-01,Virginia,Empleado,Empleo,4177054,195531,0.047,Original
2021-01-01,Washington,Empleado,Empleo,3680060,153596,0.042,Original
2021-01-01,West Virginia,Empleado,Empleo,718118,48737,0.068,Original
2021-01-01,Wisconsin,Empleado,Empleo,2965342,160703,0.054,Original
2021-01-01,Wyoming,Empleado,Empleo,285786,19244,0.067,Original
2021-01-01,Puerto Rico,Empleado,Empleo,1085333,227842,0.21,Original
2021-01-01,Alabama,Desempleado,Empleo,122512,44739,0.365,Original
2021-01-01,Alaska,Desempleado,Empleo,24603,6888,0.28,Original
2021-01-01,Arizona,Desempleado,Empleo,202345,58963,0.29100000000000004,Original
2021-01-01,Arkansas,Desempleado,Empleo,76731,26656,0.34700000000000003,Original
2021-01-01,California,Desempleado,Empleo,1633786,395557,0.242,Original
2021-01-01,Colorado,Desempleado,Empleo,166282,43376,0.261,Original
2021-01-01,Connecticut,Desempleado,Empleo,126976,30682,0.242,Original
2021-01-01,Delaware,Desempleado,Empleo,27025,7365,0.273,Original
2021-01-01,District of Columbia,Desempleado,Empleo,30569,12534,0.41,Original
2021-01-01,Florida,Desempleado,Empleo,588343,159270,0.271,Original
2021-01-01,Georgia,Desempleado,Empleo,290915,85210,0.293,Original
2021-01-01,Hawaii,Desempleado,Empleo,52548,13827,0.263,Original
2021-01-01,Idaho,Desempleado,Empleo,30574,7857,0.257,Original
2021-01-01,Illinois,Desempleado,Empleo,476511,131774,0.27699999999999997,Original
2021-01-01,Indiana,Desempleado,Empleo,158914,51004,0.321,Original
2021-01-01,Iowa,Desempleado,Empleo,58401,20028,0.34299999999999997,Original
2021-01-01,Kansas,Desempleado,Empleo,62933,18211,0.289,Original
2021-01-01,Kentucky,Desempleado,Empleo,113046,38617,0.342,Original
2021-01-01,Louisiana,Desempleado,Empleo,161478,59643,0.369,Original
2021-01-01,Maine,Desempleado,Empleo,33767,9084,0.26899999999999996,Original
2021-01-01,Maryland,Desempleado,Empleo,191438,46897,0.245,Original
2021-01-01,Massachusetts,Desempleado,Empleo,248174,53420,0.215,Original
2021-01-01,Michigan,Desempleado,Empleo,338461,94644,0.28,Original
2021-01-01,Minnesota,Desempleado,Empleo,148637,35139,0.236,Original
2021-01-01,Mississippi,Desempleado,Empleo,83862,31992,0.381,Original
2021-01-01,Missouri,Desempleado,Empleo,141353,39517,0.28,Original
2021-01-01,Montana,Desempleado,Empleo,21453,6170,0.28800000000000003,Original
2021-01-01,Nebraska,Desempleado,Empleo,26677,8780,0.32899999999999996,Original
2021-01-01,Nevada,Desempleado,Empleo,152811,45201,0.29600000000000004,Original
2021-01-01,New Hampshire,Desempleado,Empleo,27694,5052,0.182,Original
2021-01-01,New Jersey,Desempleado,Empleo,392896,84857,0.21600000000000005,Original
2021-01-01,New Mexico,Desempleado,Empleo,73811,25338,0.34299999999999997,Original
2021-01-01,New York,Desempleado,Empleo,875592,232795,0.266,Original
2021-01-01,North Carolina,Desempleado,Empleo,296795,91339,0.308,Original
2021-01-01,North Dakota,Desempleado,Empleo,10914,3685,0.33799999999999997,Original
2021-01-01,Ohio,Desempleado,Empleo,317278,101091,0.319,Original
2021-01-01,Oklahoma,Desempleado,Empleo,111030,34891,0.314,Original
2021-01-01,Oregon,Desempleado,Empleo,134819,40516,0.301,Original
2021-01-01,Pennsylvania,Desempleado,Empleo,414134,116000,0.28,Original
2021-01-01,Rhode Island,Desempleado,Empleo,43936,12198,0.278,Original
2021-01-01,South Carolina,Desempleado,Empleo,137567,45142,0.32799999999999996,Original
2021-01-01,South Dakota,Desempleado,Empleo,12341,4303,0.349,Original
2021-01-01,Tennessee,Desempleado,Empleo,178828,57774,0.32299999999999995,Original
2021-01-01,Texas,Desempleado,Empleo,904662,254423,0.281,Original
2021-01-01,Utah,Desempleado,Empleo,58935,16816,0.285,Original
2021-01-01,Vermont,Desempleado,Empleo,14009,3373,0.241,Original
2021-01-01,Virginia,Desempleado,Empleo,208399,57062,0.27399999999999997,Original
2021-01-01,Washington,Desempleado,Empleo,229245,52409,0.229,Original
2021-01-01,West Virginia,Desempleado,Empleo,47473,18846,0.397,Original
2021-01-01,Wisconsin,Desempleado,Empleo,108419,30340,0.28,Original
2021-01-01,Wyoming,Desempleado,Empleo,10736,3096,0.28800000000000003,Original
2021-01-01,Puerto Rico,Desempleado,Empleo,163354,94713,0.58,Original
2022-01-01,Alabama,Población evaluable para pobreza,Población base,4929195,800395,0.162,Original
2022-01-01,Alaska,Población evaluable para pobreza,Población base,715594,78608,0.11,Original
2022-01-01,Arizona,Población evaluable para pobreza,Población base,7210801,897852,0.125,Original
2022-01-01,Arkansas,Población evaluable para pobreza,Población base,2958098,496311,0.168,Original
2022-01-01,California,Población evaluable para pobreza,Población base,38307718,4670324,0.122,Original
2022-01-01,Colorado,Población evaluable para pobreza,Población base,5727379,540517,0.094,Original
2022-01-01,Connecticut,Población evaluable para pobreza,Población base,3514107,345695,0.098,Original
2022-01-01,Delaware,Población evaluable para pobreza,Población base,995107,93285,0.094,Original
2022-01-01,District of Columbia,Población evaluable para pobreza,Población base,642853,85676,0.133,Original
2022-01-01,Florida,Población evaluable para pobreza,Población base,21764366,2762679,0.127,Original
2022-01-01,Georgia,Población evaluable para pobreza,Población base,10655140,1348344,0.127,Original
2022-01-01,Hawaii,Población evaluable para pobreza,Población base,1402729,142378,0.102,Original
2022-01-01,Idaho,Población evaluable para pobreza,Población base,1889431,202517,0.107,Original
2022-01-01,Illinois,Población evaluable para pobreza,Población base,12306019,1469643,0.119,Original
2022-01-01,Indiana,Población evaluable para pobreza,Población base,6645013,834550,0.126,Original
2022-01-01,Iowa,Población evaluable para pobreza,Población base,3103543,339867,0.11,Original
2022-01-01,Kansas,Población evaluable para pobreza,Población base,2852901,342670,0.12,Original
2022-01-01,Kentucky,Población evaluable para pobreza,Población base,4389492,722865,0.165,Original
2022-01-01,Louisiana,Población evaluable para pobreza,Población base,4467616,829565,0.18600000000000003,Original
2022-01-01,Maine,Población evaluable para pobreza,Población base,1347498,145161,0.108,Original
2022-01-01,Maryland,Población evaluable para pobreza,Población base,6042925,581748,0.096,Original
2022-01-01,Massachusetts,Población evaluable para pobreza,Población base,6763338,700156,0.104,Original
2022-01-01,Michigan,Población evaluable para pobreza,Población base,9828430,1315899,0.134,Original
2022-01-01,Minnesota,Población evaluable para pobreza,Población base,5599770,540079,0.096,Original
2022-01-01,Mississippi,Población evaluable para pobreza,Población base,2841445,544104,0.191,Original
2022-01-01,Missouri,Población evaluable para pobreza,Población base,6005542,791030,0.132,Original
2022-01-01,Montana,Población evaluable para pobreza,Población base,1098173,133233,0.121,Original
2022-01-01,Nebraska,Población evaluable para pobreza,Población base,1920017,215838,0.112,Original
2022-01-01,Nevada,Población evaluable para pobreza,Población base,3139138,390848,0.125,Original
2022-01-01,New Hampshire,Población evaluable para pobreza,Población base,1359894,98057,0.07200000000000001,Original
2022-01-01,New Jersey,Población evaluable para pobreza,Población base,9103154,882045,0.097,Original
2022-01-01,New Mexico,Población evaluable para pobreza,Población base,2072033,364725,0.17600000000000002,Original
2022-01-01,New York,Población evaluable para pobreza,Población base,19185089,2734819,0.14300000000000002,Original
2022-01-01,North Carolina,Población evaluable para pobreza,Población base,10417219,1329157,0.128,Original
2022-01-01,North Dakota,Población evaluable para pobreza,Población base,751246,86192,0.115,Original
2022-01-01,Ohio,Población evaluable para pobreza,Población base,11468520,1540922,0.134,Original
2022-01-01,Oklahoma,Población evaluable para pobreza,Población base,3897556,610254,0.157,Original
2022-01-01,Oregon,Población evaluable para pobreza,Población base,4161550,503935,0.121,Original
2022-01-01,Pennsylvania,Población evaluable para pobreza,Población base,12553587,1483365,0.118,Original
2022-01-01,Rhode Island,Población evaluable para pobreza,Población base,1052644,113878,0.108,Original
2022-01-01,South Carolina,Población evaluable para pobreza,Población base,5140248,717348,0.14,Original
2022-01-01,South Dakota,Población evaluable para pobreza,Población base,879804,109889,0.125,Original
2022-01-01,Tennessee,Población evaluable para pobreza,Población base,6897298,915683,0.133,Original
2022-01-01,Texas,Población evaluable para pobreza,Población base,29416679,4113641,0.14,Original
2022-01-01,Utah,Población evaluable para pobreza,Población base,3329192,273052,0.08199999999999999,Original
2022-01-01,Vermont,Población evaluable para pobreza,Población base,624770,65162,0.104,Original
2022-01-01,Virginia,Población evaluable para pobreza,Población base,8442437,891390,0.106,Original
2022-01-01,Washington,Población evaluable para pobreza,Población base,7651971,763469,0.1,Original
2022-01-01,West Virginia,Población evaluable para pobreza,Población base,1721567,308825,0.179,Original
2022-01-01,Wisconsin,Población evaluable para pobreza,Población base,5763986,617037,0.107,Original
2022-01-01,Wyoming,Población evaluable para pobreza,Población base,567648,66943,0.118,Original
2022-01-01,Puerto Rico,Población evaluable para pobreza,Población base,3195054,1333111,0.417,Original
2022-01-01,Alabama,Menores de edad,Edad,1092602,240009,0.22,Original
2022-01-01,Alaska,Menores de edad,Edad,171926,23913,0.139,Original
2022-01-01,Arizona,Menores de edad,Edad,1564139,246869,0.158,Original
2022-01-01,Arkansas,Menores de edad,Edad,683125,150695,0.221,Original
2022-01-01,California,Menores de edad,Edad,8357454,1278372,0.153,Original
2022-01-01,Colorado,Menores de edad,Edad,1199629,133463,0.111,Original
2022-01-01,Connecticut,Menores de edad,Edad,720822,89976,0.125,Original
2022-01-01,Delaware,Menores de edad,Edad,205476,26487,0.129,Original
2022-01-01,District of Columbia,Menores de edad,Edad,123271,20682,0.168,Original
2022-01-01,Florida,Menores de edad,Edad,4216922,722996,0.171,Original
2022-01-01,Georgia,Menores de edad,Edad,2474049,411089,0.166,Original
2022-01-01,Hawaii,Menores de edad,Edad,289643,36568,0.126,Original
2022-01-01,Idaho,Menores de edad,Edad,458785,60862,0.133,Original
2022-01-01,Illinois,Menores de edad,Edad,2677993,424983,0.159,Original
2022-01-01,Indiana,Menores de edad,Edad,1543689,242641,0.157,Original
2022-01-01,Iowa,Menores de edad,Edad,708063,86464,0.122,Original
2022-01-01,Kansas,Menores de edad,Edad,680103,93730,0.138,Original
2022-01-01,Kentucky,Menores de edad,Edad,987432,206551,0.209,Original
2022-01-01,Louisiana,Menores de edad,Edad,1048439,257479,0.246,Original
2022-01-01,Maine,Menores de edad,Edad,239183,27867,0.117,Original
2022-01-01,Maryland,Menores de edad,Edad,1331224,154512,0.116,Original
2022-01-01,Massachusetts,Menores de edad,Edad,1316151,151751,0.115,Original
2022-01-01,Michigan,Menores de edad,Edad,2075647,377915,0.182,Original
2022-01-01,Minnesota,Menores de edad,Edad,1269593,138652,0.109,Original
2022-01-01,Mississippi,Menores de edad,Edad,664554,175179,0.264,Original
2022-01-01,Missouri,Menores de edad,Edad,1332787,225182,0.16899999999999998,Original
2022-01-01,Montana,Menores de edad,Edad,230411,30937,0.134,Original
2022-01-01,Nebraska,Menores de edad,Edad,466450,64271,0.138,Original
2022-01-01,Nevada,Menores de edad,Edad,679102,109410,0.161,Original
2022-01-01,New Hampshire,Menores de edad,Edad,247382,16987,0.069,Original
2022-01-01,New Jersey,Menores de edad,Edad,1969892,253875,0.129,Original
2022-01-01,New Mexico,Menores de edad,Edad,447383,105030,0.235,Original
2022-01-01,New York,Menores de edad,Edad,3904005,735742,0.188,Original
2022-01-01,North Carolina,Menores de edad,Edad,2262741,388142,0.172,Original
2022-01-01,North Dakota,Menores de edad,Edad,177917,22552,0.127,Original
2022-01-01,Ohio,Menores de edad,Edad,2520002,446159,0.177,Original
2022-01-01,Oklahoma,Menores de edad,Edad,936554,184904,0.197,Original
2022-01-01,Oregon,Menores de edad,Edad,815660,112447,0.138,Original
2022-01-01,Pennsylvania,Menores de edad,Edad,2582015,393542,0.152,Original
2022-01-01,Rhode Island,Menores de edad,Edad,200126,23487,0.117,Original
2022-01-01,South Carolina,Menores de edad,Edad,1098823,211202,0.192,Original
2022-01-01,South Dakota,Menores de edad,Edad,214024,32473,0.152,Original
2022-01-01,Tennessee,Menores de edad,Edad,1510148,266105,0.17600000000000002,Original
2022-01-01,Texas,Menores de edad,Edad,7363950,1411535,0.192,Original
2022-01-01,Utah,Menores de edad,Edad,919689,77607,0.084,Original
2022-01-01,Vermont,Menores de edad,Edad,112373,13062,0.116,Original
2022-01-01,Virginia,Menores de edad,Edad,1837678,233581,0.127,Original
2022-01-01,Washington,Menores de edad,Edad,1615031,184816,0.114,Original
2022-01-01,West Virginia,Menores de edad,Edad,345552,86400,0.25,Original
2022-01-01,Wisconsin,Menores de edad,Edad,1224571,155879,0.127,Original
2022-01-01,Wyoming,Menores de edad,Edad,127343,17918,0.141,Original
2022-01-01,Puerto Rico,Menores de edad,Edad,515527,297133,0.5760000000000001,Original
2022-01-01,Alabama,Población en edad laboral,Edad,2946695,453983,0.154,Original
2022-01-01,Alaska,Población en edad laboral,Edad,443683,44479,0.1,Original
2022-01-01,Arizona,Población en edad laboral,Edad,4284464,509799,0.119,Original
2022-01-01,Arkansas,Población en edad laboral,Edad,1751841,278787,0.159,Original
2022-01-01,California,Población en edad laboral,Edad,23895443,2679892,0.112,Original
2022-01-01,Colorado,Población en edad laboral,Edad,3631182,334967,0.092,Original
2022-01-01,Connecticut,Población en edad laboral,Edad,2148415,199278,0.093,Original
2022-01-01,Delaware,Población en edad laboral,Edad,581301,50745,0.087,Original
2022-01-01,District of Columbia,Población en edad laboral,Edad,434283,51423,0.118,Original
2022-01-01,Florida,Población en edad laboral,Edad,12856412,1477225,0.115,Original
2022-01-01,Georgia,Población en edad laboral,Edad,6574066,759649,0.116,Original
2022-01-01,Hawaii,Población en edad laboral,Edad,823388,80813,0.098,Original
2022-01-01,Idaho,Población en edad laboral,Edad,1108991,114039,0.103,Original
2022-01-01,Illinois,Población en edad laboral,Edad,7527582,830755,0.11,Original
2022-01-01,Indiana,Población en edad laboral,Edad,3984491,484922,0.122,Original
2022-01-01,Iowa,Población en edad laboral,Edad,1832607,205483,0.112,Original
2022-01-01,Kansas,Población en edad laboral,Edad,1684553,202897,0.12,Original
2022-01-01,Kentucky,Población en edad laboral,Edad,2633519,415379,0.158,Original
2022-01-01,Louisiana,Población en edad laboral,Edad,2660635,459756,0.173,Original
2022-01-01,Maine,Población en edad laboral,Edad,805657,88857,0.11,Original
2022-01-01,Maryland,Población en edad laboral,Edad,3694182,326731,0.08800000000000001,Original
2022-01-01,Massachusetts,Población en edad laboral,Edad,4219305,410644,0.097,Original
2022-01-01,Michigan,Población en edad laboral,Edad,5914670,758595,0.128,Original
2022-01-01,Minnesota,Población en edad laboral,Edad,3368442,314526,0.093,Original
2022-01-01,Mississippi,Población en edad laboral,Edad,1680035,295698,0.17600000000000002,Original
2022-01-01,Missouri,Población en edad laboral,Edad,3595859,444177,0.124,Original
2022-01-01,Montana,Población en edad laboral,Edad,647048,74635,0.115,Original
2022-01-01,Nebraska,Población en edad laboral,Edad,1129104,121831,0.108,Original
2022-01-01,Nevada,Población en edad laboral,Edad,1926041,223561,0.116,Original
2022-01-01,New Hampshire,Población en edad laboral,Edad,839544,59377,0.071,Original
2022-01-01,New Jersey,Población en edad laboral,Edad,5556760,470029,0.085,Original
2022-01-01,New Mexico,Población en edad laboral,Edad,1224528,207796,0.17,Original
2022-01-01,New York,Población en edad laboral,Edad,11807712,1541232,0.131,Original
2022-01-01,North Carolina,Población en edad laboral,Edad,6329840,742843,0.117,Original
2022-01-01,North Dakota,Población en edad laboral,Edad,449540,51429,0.114,Original
2022-01-01,Ohio,Población en edad laboral,Edad,6854916,879306,0.128,Original
2022-01-01,Oklahoma,Población en edad laboral,Edad,2318800,353497,0.152,Original
2022-01-01,Oregon,Población en edad laboral,Edad,2542460,312339,0.123,Original
2022-01-01,Pennsylvania,Población en edad laboral,Edad,7514721,842119,0.112,Original
2022-01-01,Rhode Island,Población en edad laboral,Edad,653574,65824,0.101,Original
2022-01-01,South Carolina,Población en edad laboral,Edad,3051330,402549,0.132,Original
2022-01-01,South Dakota,Población en edad laboral,Edad,507519,60179,0.119,Original
2022-01-01,Tennessee,Población en edad laboral,Edad,4197902,519031,0.124,Original
2022-01-01,Texas,Población en edad laboral,Edad,18106116,2216792,0.122,Original
2022-01-01,Utah,Población en edad laboral,Edad,2010778,165739,0.08199999999999999,Original
2022-01-01,Vermont,Población en edad laboral,Edad,376015,41352,0.11,Original
2022-01-01,Virginia,Población en edad laboral,Edad,5175840,532805,0.103,Original
2022-01-01,Washington,Población en edad laboral,Edad,4750610,459268,0.097,Original
2022-01-01,West Virginia,Población en edad laboral,Edad,1009071,178196,0.177,Original
2022-01-01,Wisconsin,Población en edad laboral,Edad,3462525,358199,0.103,Original
2022-01-01,Wyoming,Población en edad laboral,Edad,334869,38690,0.116,Original
2022-01-01,Puerto Rico,Población en edad laboral,Edad,1931657,735046,0.381,Original
2022-01-01,Alabama,Personas mayores,Edad,889898,106403,0.12,Original
2022-01-01,Alaska,Personas mayores,Edad,99985,10216,0.102,Original
2022-01-01,Arizona,Personas mayores,Edad,1362198,141184,0.104,Original
2022-01-01,Arkansas,Personas mayores,Edad,523132,66829,0.128,Original
2022-01-01,California,Personas mayores,Edad,6054821,712060,0.118,Original
2022-01-01,Colorado,Personas mayores,Edad,896568,72087,0.08,Original
2022-01-01,Connecticut,Personas mayores,Edad,644870,56441,0.08800000000000001,Original
2022-01-01,Delaware,Personas mayores,Edad,208330,16053,0.077,Original
2022-01-01,District of Columbia,Personas mayores,Edad,85299,13571,0.159,Original
2022-01-01,Florida,Personas mayores,Edad,4691032,562458,0.12,Original
2022-01-01,Georgia,Personas mayores,Edad,1607025,177606,0.111,Original
2022-01-01,Hawaii,Personas mayores,Edad,289698,24997,0.086,Original
2022-01-01,Idaho,Personas mayores,Edad,321655,27616,0.086,Original
2022-01-01,Illinois,Personas mayores,Edad,2100444,213905,0.102,Original
2022-01-01,Indiana,Personas mayores,Edad,1116833,106987,0.096,Original
2022-01-01,Iowa,Personas mayores,Edad,562873,47920,0.085,Original
2022-01-01,Kansas,Personas mayores,Edad,488245,46043,0.094,Original
2022-01-01,Kentucky,Personas mayores,Edad,768541,100935,0.131,Original
2022-01-01,Louisiana,Personas mayores,Edad,758542,112330,0.14800000000000002,Original
2022-01-01,Maine,Personas mayores,Edad,302658,28437,0.094,Original
2022-01-01,Maryland,Personas mayores,Edad,1017519,100505,0.099,Original
2022-01-01,Massachusetts,Personas mayores,Edad,1227882,137761,0.112,Original
2022-01-01,Michigan,Personas mayores,Edad,1838113,179389,0.098,Original
2022-01-01,Minnesota,Personas mayores,Edad,961735,86901,0.09,Original
2022-01-01,Mississippi,Personas mayores,Edad,496856,73227,0.147,Original
2022-01-01,Missouri,Personas mayores,Edad,1076896,121671,0.113,Original
2022-01-01,Montana,Personas mayores,Edad,220714,27661,0.125,Original
2022-01-01,Nebraska,Personas mayores,Edad,324463,29736,0.092,Original
2022-01-01,Nevada,Personas mayores,Edad,533995,57877,0.108,Original
2022-01-01,New Hampshire,Personas mayores,Edad,272968,21693,0.079,Original
2022-01-01,New Jersey,Personas mayores,Edad,1576502,158141,0.1,Original
2022-01-01,New Mexico,Personas mayores,Edad,400122,51899,0.13,Original
2022-01-01,New York,Personas mayores,Edad,3473372,457845,0.132,Original
2022-01-01,North Carolina,Personas mayores,Edad,1824638,198172,0.109,Original
2022-01-01,North Dakota,Personas mayores,Edad,123789,12211,0.099,Original
2022-01-01,Ohio,Personas mayores,Edad,2093602,215457,0.103,Original
2022-01-01,Oklahoma,Personas mayores,Edad,642202,71853,0.112,Original
2022-01-01,Oregon,Personas mayores,Edad,803430,79149,0.099,Original
2022-01-01,Pennsylvania,Personas mayores,Edad,2456851,247704,0.101,Original
2022-01-01,Rhode Island,Personas mayores,Edad,198944,24567,0.123,Original
2022-01-01,South Carolina,Personas mayores,Edad,990095,103597,0.105,Original
2022-01-01,South Dakota,Personas mayores,Edad,158261,17237,0.109,Original
